Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
17013,Legendre - Dulong,OUI,23,20,3,3,0,OUI,OUI,2023-06-05T08:30:21+02:00,"48.885325169402904, 2.316423766314984",Paris,,FALSE,,48.885325169402904,2.316423766314984,17ème Ardt,Batignolles
15109,Cevennes - Bergers,OUI,29,24,3,2,1,OUI,OUI,2023-06-05T08:29:14+02:00,"48.84240765130395, 2.281037718057633",Paris,,FALSE,,48.84240765130395,2.281037718057633,15ème Ardt,Javel
16008,GalilÃ©e - KlÃ©ber,OUI,32,14,17,6,11,OUI,OUI,2023-06-05T08:29:02+02:00,"48.86741186571367, 2.290781380114821",Paris,,FALSE,,48.86741186571367,2.290781380114821,16ème Ardt,Chaillot
21005,HÃ´tel de Ville de Boulogne Billancourt,OUI,26,14,12,9,3,OUI,OUI,2023-06-05T08:27:37+02:00,"48.83495885166784, 2.2416803240776066",Boulogne-Billancourt,,FALSE,,48.83495885166784,2.2416803240776066,Banlieue,Banlieue
13050,Quai Panhard et Levassor,OUI,57,3,52,48,4,OUI,OUI,2023-06-05T08:30:52+02:00,"48.82837482809675, 2.384273745805574",Paris,,FALSE,,48.82837482809675,2.384273745805574,13ème Ardt,Gare
35010,Hoche - Jean Lolive,OUI,24,13,9,3,6,OUI,OUI,2023-06-05T08:29:06+02:00,"48.89110239200789, 2.402843534946442",Pantin,,FALSE,,48.89110239200789,2.402843534946442,Banlieue,Banlieue
11026,Chemin Vert - Saint-Maur,OUI,45,42,1,0,1,OUI,OUI,2023-06-05T08:30:48+02:00,"48.86112461407359, 2.381299026310444",Paris,,FALSE,,48.86112461407359,2.381299026310444,11ème Ardt,Roquette
14124,David Weill - Parc Montsouris,OUI,22,19,1,0,1,OUI,OUI,2023-06-05T08:30:58+02:00,"48.821092374256104, 2.333725690841675",Paris,,FALSE,,48.821092374256104,2.333725690841675,14ème Ardt,Parc-de-Montsouris
32604,Square du ThÃ©Ã¢tre du Garde-Chasse,OUI,50,48,1,0,1,OUI,OUI,2023-06-05T08:28:07+02:00,"48.881287375060616, 2.420119643211365",Les Lilas,,FALSE,,48.881287375060616,2.420119643211365,Banlieue,Banlieue
15133,Saint Lambert - Blomet,OUI,27,24,1,0,1,OUI,OUI,2023-06-05T08:26:44+02:00,"48.83659148147257, 2.2930556908249855",Paris,,FALSE,,48.83659148147257,2.2930556908249855,15ème Ardt,Saint-Lambert
9010,Rochechouart lamartine,OUI,24,18,4,2,2,OUI,OUI,2023-06-05T08:29:09+02:00,"48.876719895109, 2.344393021853951",Paris,,FALSE,,48.876719895109,2.344393021853951,9ème Ardt,Rochechouart
15110,Place Robert Guillemard,OUI,24,7,17,14,3,OUI,OUI,2023-06-05T08:30:53+02:00,"48.836191728066666, 2.2811267160086417",Paris,,FALSE,,48.836191728066666,2.2811267160086417,15ème Ardt,Javel
15021,Joseph Liouville - Croix Nivert,OUI,64,38,25,25,0,OUI,OUI,2023-06-05T08:30:55+02:00,"48.844835471244416, 2.297508493065834",Paris,,FALSE,,48.844835471244416,2.297508493065834,15ème Ardt,Necker
21006,Marcelin Berthelot,OUI,27,14,12,8,4,OUI,OUI,2023-06-05T08:30:54+02:00,"48.8415473058801, 2.233161628246308",Boulogne-Billancourt,,FALSE,,48.8415473058801,2.233161628246308,Banlieue,Banlieue
17105,Place Madeleine DaniÃ©lou,OUI,42,22,18,12,6,OUI,OUI,2023-06-05T08:30:53+02:00,"48.883498, 2.282015",Paris,,FALSE,,48.883498,2.282015,17ème Ardt,Ternes
44013,Edouard Tremblay - Julian Grimaux,OUI,30,27,3,1,2,OUI,OUI,2023-06-05T08:29:56+02:00,"48.781383825117, 2.3723508417606",Vitry-sur-Seine,,FALSE,,48.781383825117,2.3723508417606,Banlieue,Banlieue
5012,Estrapade - Ulm,OUI,16,11,5,3,2,OUI,OUI,2023-06-05T08:30:25+02:00,"48.84512772828039, 2.3454568170361734",Paris,,FALSE,,48.84512772828039,2.3454568170361734,5ème Ardt,Sorbonne
31008,FranÃ§ois Debergue - Croix de Chavaux,OUI,57,49,7,1,6,OUI,OUI,2023-06-05T08:27:33+02:00,"48.857421708072074, 2.437578141689301",Montreuil,,FALSE,,48.857421708072074,2.437578141689301,Banlieue,Banlieue
8057,Hoche - Tilsitt,OUI,33,24,9,5,4,OUI,OUI,2023-06-05T08:30:41+02:00,"48.874836457837, 2.2971323132515",Paris,,FALSE,,48.874836457837,2.2971323132515,8ème Ardt,Faubourg-du-Roule
21015,Nationale - Place Jules Guesde,OUI,23,8,13,7,6,OUI,OUI,2023-06-05T08:30:03+02:00,"48.82753962462998, 2.2416052222251897",Boulogne-Billancourt,,FALSE,,48.82753962462998,2.2416052222251897,Banlieue,Banlieue
11105,Parmentier - RÃ©publique,OUI,50,42,7,5,2,OUI,OUI,2023-06-05T08:29:03+02:00,"48.8644954, 2.3750124",Paris,,FALSE,,48.8644954,2.3750124,11ème Ardt,Saint-Ambroise
44003,Gabriel PÃ©ri - Danielle Casanova,OUI,20,11,8,8,0,OUI,OUI,2023-06-05T08:30:02+02:00,"48.790114, 2.4025777",Vitry-sur-Seine,,FALSE,,48.790114,2.4025777,Banlieue,Banlieue
16136,ThÃ©ophile Gautier - FranÃ§ois Millet,OUI,30,7,23,21,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.85034821320644, 2.273029983043671",Paris,,FALSE,,48.85034821320644,2.273029983043671,16ème Ardt,Auteuil
41404,Carnot - PÃ¢querettes,OUI,26,16,9,5,4,OUI,OUI,2023-06-05T08:29:04+02:00,"48.79592939432515, 2.4261841177940373",Alfortville,,FALSE,,48.79592939432515,2.4261841177940373,Banlieue,Banlieue
19032,Villette - Belleville,OUI,48,41,2,1,1,OUI,OUI,2023-06-05T08:29:52+02:00,"48.8726877314, 2.376461327076",Paris,,FALSE,,48.8726877314,2.376461327076,19ème Ardt,Combat
41202,Gare Rer de Fontenay sous Bois,OUI,61,48,10,7,3,OUI,OUI,2023-06-05T08:30:38+02:00,"48.8436279, 2.4630465",Fontenay-sous-Bois,,FALSE,,48.8436279,2.4630465,Banlieue,Banlieue
19022,MarchÃ© SecrÃ©tan,OUI,26,24,2,1,1,OUI,OUI,2023-06-05T08:27:16+02:00,"48.88125496379482, 2.373463287949562",Paris,,FALSE,,48.88125496379482,2.373463287949562,19ème Ardt,Combat
1119,Cossonnerie - SÃ©bastopol,OUI,24,17,7,4,3,OUI,OUI,2023-06-05T08:29:14+02:00,"48.86132665908402, 2.349419631063938",Paris,,FALSE,,48.86132665908402,2.349419631063938,1er Ardt,Halles
20134,Lieutenant ChaurÃ© - Etienne Marey,OUI,20,20,0,0,0,OUI,OUI,2023-06-05T08:26:48+02:00,"48.86746195408435, 2.405970990657807",Paris,,FALSE,,48.86746195408435,2.405970990657807,20ème Ardt,Saint-Fargeau
25003,Henri Ste-Claire DÃ©ville - Paul HÃ©roult,OUI,24,13,11,5,6,OUI,OUI,2023-06-05T08:26:48+02:00,"48.892663, 2.172411",Rueil-Malmaison,,FALSE,,48.892663,2.172411,Banlieue,Banlieue
24001,Arche - LÃ©onard de Vinci,OUI,28,17,11,4,7,OUI,OUI,2023-06-05T08:29:50+02:00,"48.89790972494496, 2.2383723043644914",Courbevoie,,FALSE,,48.89790972494496,2.2383723043644914,Banlieue,Banlieue
